amount,transactionType,sender_directMatchWithSDN,sender_terroristAffiliation,sender_highRiskCountry,sender_secondarySanctionsRisk,sender_sectoralSanctions,sender_FATFListCountryStatus,sender_antiMoneyLaundering,receiver_directMatchWithSDN,receiver_terroristAffiliation,receiver_highRiskCountry,receiver_secondarySanctionsRisk,receiver_sectoralSanctions,receiver_FATFListCountryStatus,receiver_antiMoneyLaundering,senderCountry,receiverCountry
4629176,SWIFT,True,False,False,True,False,black,True,True,True,True,True,True,none,True,India,United Kingdom
3281207,Crypto,False,False,False,False,False,none,True,False,False,False,True,False,black,False,Brazil,Switzerland
3625052,Wire Transfer,False,True,False,False,False,none,False,True,True,False,True,False,none,True,United Kingdom,China
2640204,ACH Transfer,True,False,True,False,False,black,False,False,False,True,True,False,grey,True,Russia,India
1403939,Wire Transfer,True,True,True,True,False,none,True,False,False,True,False,True,none,False,United States,Switzerland
3411162,ACH Transfer,True,False,False,True,False,grey,True,True,False,True,False,True,grey,True,China,China
1898328,SWIFT,True,True,True,False,True,grey,True,True,True,True,True,True,none,False,Switzerland,India
1360492,SWIFT,False,False,False,False,False,black,True,False,True,True,False,False,black,True,Switzerland,Brazil
2408978,SWIFT,True,True,True,False,True,grey,True,True,False,False,True,False,black,True,Russia,United States
1285030,Check,False,False,False,True,False,black,True,True,False,False,True,False,black,False,Brazil,India
4297925,Check,False,True,True,True,True,black,False,True,True,False,True,True,grey,False,China,China
1301509,Check,False,False,True,False,True,none,False,False,False,True,True,True,none,False,Brazil,Russia
4609524,ACH Transfer,True,False,False,False,True,grey,True,True,True,False,False,True,grey,False,Russia,China
1578209,ACH Transfer,False,False,True,True,False,black,False,True,False,True,False,True,grey,False,United Kingdom,Germany
131201,ACH Transfer,False,True,False,True,False,none,True,True,False,False,True,False,grey,False,Germany,United States
3597189,ACH Transfer,True,True,False,False,False,none,False,True,True,False,False,False,none,False,Switzerland,India
1254844,Check,False,True,False,False,True,black,True,False,True,True,False,True,none,False,India,Russia
931632,Wire Transfer,True,True,True,True,False,none,False,True,True,False,True,False,black,False,China,China
2839388,Crypto,False,False,False,False,False,none,True,True,False,False,False,False,grey,True,United States,Switzerland
4391305,Check,True,True,True,False,False,black,True,True,True,True,True,True,black,False,United States,Switzerland
4874591,Crypto,False,False,False,True,False,grey,True,False,False,True,True,True,black,True,Switzerland,China
100252,ACH Transfer,True,False,True,False,True,grey,True,True,False,False,False,False,black,False,Brazil,United States
2987037,Crypto,False,False,True,False,False,grey,True,False,False,False,False,False,none,False,Russia,Russia
3089440,Check,False,True,False,True,True,black,True,True,True,False,True,True,none,True,India,India
1682045,Crypto,False,False,True,False,True,none,False,True,False,True,True,False,none,False,India,India
2325528,Crypto,True,True,True,True,False,grey,False,False,True,True,False,False,none,True,China,China
4624404,Wire Transfer,True,True,True,True,True,grey,True,True,False,True,False,True,grey,True,Germany,India
4454153,Crypto,False,False,True,True,True,none,True,True,False,True,True,True,grey,True,China,Germany
700402,Wire Transfer,False,True,True,True,False,black,False,False,False,True,True,True,grey,True,Brazil,China
1787593,ACH Transfer,True,True,False,False,False,black,False,False,False,True,True,False,none,False,United Kingdom,China
4039171,ACH Transfer,True,False,False,False,False,black,False,True,True,True,True,True,black,True,Russia,Switzerland
4998785,Crypto,True,False,False,True,True,black,True,False,False,False,True,False,none,False,India,United States
2934526,ACH Transfer,True,False,True,True,False,none,True,False,True,True,True,True,black,True,Switzerland,Russia
4816177,Wire Transfer,True,False,False,False,True,grey,False,False,False,False,False,False,grey,True,United States,Russia
3627105,SWIFT,True,True,True,False,False,none,False,False,False,True,True,False,grey,False,United Kingdom,India
2424554,Check,False,True,False,True,True,none,False,False,True,False,False,False,grey,True,India,Russia
1540816,Check,False,True,False,True,True,black,True,True,False,True,False,True,none,True,Switzerland,Russia
3518264,ACH Transfer,True,True,True,False,False,none,False,True,False,True,False,True,grey,True,Russia,India
1725589,Wire Transfer,True,False,True,False,True,grey,False,False,False,False,False,True,grey,False,United States,United Kingdom
4736352,SWIFT,False,True,True,True,False,grey,False,False,False,False,True,False,grey,False,China,India
936470,Wire Transfer,True,False,True,True,False,none,False,True,True,True,False,True,black,False,Germany,Switzerland
4471420,Crypto,True,False,True,True,False,black,False,False,False,False,False,False,grey,False,Switzerland,China
4935039,SWIFT,False,True,False,False,True,grey,False,True,False,True,True,False,none,False,United Kingdom,Brazil
1742302,Crypto,True,False,False,False,True,black,True,False,True,False,False,True,none,False,Russia,Germany
3070487,ACH Transfer,False,True,False,False,True,none,False,True,True,False,True,True,black,False,Brazil,Switzerland
2745741,Wire Transfer,True,False,False,False,False,none,False,True,False,True,True,True,black,False,Russia,Germany
4224665,Wire Transfer,False,True,False,True,False,grey,True,False,False,True,False,False,none,True,United Kingdom,Germany
892567,Crypto,False,True,True,True,False,black,True,False,True,True,False,False,none,True,United States,Russia
470087,Crypto,True,False,False,False,False,none,True,False,False,True,True,True,black,True,India,Russia
3141403,Crypto,False,False,True,True,True,black,True,True,True,True,False,False,black,True,Switzerland,China
2875446,Wire Transfer,False,False,False,True,False,none,True,True,True,True,False,False,black,False,India,Switzerland
3991400,ACH Transfer,False,False,False,True,True,black,False,True,False,True,True,False,black,True,Brazil,United States
3932093,Wire Transfer,False,True,False,True,False,none,False,False,False,False,False,True,grey,True,United Kingdom,Brazil
2448541,ACH Transfer,False,False,True,False,False,none,True,True,False,True,True,False,grey,False,Brazil,Brazil
4625328,Wire Transfer,True,False,False,False,False,none,False,True,False,False,False,False,grey,False,United States,United States
4480665,Check,True,True,True,False,True,black,True,True,True,False,True,True,grey,False,Switzerland,United Kingdom
1166238,ACH Transfer,False,True,False,False,False,grey,False,False,True,True,False,False,grey,False,United States,Brazil
2004461,Wire Transfer,False,False,False,True,False,none,False,True,True,False,True,False,none,True,Russia,United Kingdom
392350,Wire Transfer,False,False,True,False,True,grey,True,False,False,False,False,True,grey,False,Russia,Brazil
2038087,SWIFT,False,True,True,False,True,none,False,True,True,False,True,True,grey,False,India,Germany
860339,Wire Transfer,False,True,True,False,True,grey,False,False,True,False,False,False,none,False,Switzerland,Brazil
880005,Check,False,True,False,False,True,black,True,True,False,False,True,False,grey,True,United Kingdom,Switzerland
1935058,Crypto,False,True,True,False,False,grey,True,True,True,False,True,False,grey,True,Switzerland,Brazil
2798313,Crypto,True,False,True,True,True,none,True,True,False,False,False,False,none,False,United Kingdom,Brazil
3659970,ACH Transfer,True,False,True,True,False,none,True,True,True,False,True,False,none,False,Russia,India
1079188,Check,False,True,True,False,False,black,False,False,True,False,True,False,none,False,Switzerland,United States
1750403,ACH Transfer,True,False,False,False,False,grey,False,False,True,True,False,True,black,True,India,Germany
1983905,Wire Transfer,False,True,False,True,True,black,False,False,True,False,False,False,none,False,United States,China
2944068,Check,True,True,True,True,True,black,True,True,False,True,False,True,black,False,Brazil,United Kingdom
4624312,SWIFT,True,True,True,True,False,black,False,True,False,True,True,False,none,False,United States,India
2003945,Check,False,True,True,False,False,black,False,False,True,False,True,False,none,False,Germany,United Kingdom
3804295,SWIFT,True,True,False,True,True,grey,True,True,False,True,False,True,black,True,Brazil,India
4510109,Wire Transfer,True,True,True,False,False,black,True,True,True,True,True,False,black,True,Brazil,India
4347530,Check,False,True,False,True,True,black,False,True,True,True,False,False,grey,True,Brazil,Switzerland
1234753,SWIFT,False,True,True,False,True,grey,True,False,True,False,False,False,none,False,Germany,United States
2664880,ACH Transfer,False,True,False,True,False,none,True,True,False,True,True,False,none,False,India,China
749655,Check,True,True,False,True,True,grey,False,True,True,False,True,True,grey,True,Russia,Brazil
4318930,SWIFT,False,False,False,False,True,grey,False,True,True,False,True,False,black,True,Switzerland,India
2967991,ACH Transfer,True,True,True,False,True,black,True,True,True,False,True,True,grey,True,China,Brazil
3067465,Wire Transfer,False,False,True,True,False,black,True,True,True,True,False,False,black,False,Switzerland,Russia
2264159,Check,True,False,True,False,True,black,False,True,False,False,True,False,black,True,Brazil,China
4095163,SWIFT,False,False,True,False,False,grey,True,False,True,True,False,True,none,True,Brazil,India
364244,Crypto,False,True,True,False,False,none,False,True,True,False,False,True,grey,True,India,United Kingdom
8897,Wire Transfer,True,True,True,True,False,black,False,False,False,True,True,True,grey,False,United Kingdom,China
222340,ACH Transfer,False,False,False,False,False,black,True,True,True,True,False,False,black,True,China,Germany
4561887,SWIFT,False,False,True,False,True,grey,False,True,True,True,True,False,black,True,United States,United Kingdom
246773,Crypto,False,True,True,False,True,grey,True,True,True,False,False,False,grey,True,United Kingdom,Germany
3977331,SWIFT,False,True,False,True,False,none,False,False,True,False,True,True,black,True,India,United States
4486998,SWIFT,False,False,False,True,True,grey,False,True,True,True,False,False,grey,True,India,India
1539572,Wire Transfer,False,False,True,True,True,grey,False,False,True,False,False,True,none,False,Brazil,Brazil
444797,ACH Transfer,True,True,False,True,False,grey,True,True,False,False,False,True,none,False,Switzerland,Russia
2680469,Check,False,True,False,False,True,grey,True,False,True,False,False,True,grey,True,Brazil,India
4532981,Wire Transfer,True,False,False,False,False,grey,True,True,False,True,True,False,none,True,India,India
4972698,Wire Transfer,True,False,False,True,False,none,False,True,False,True,False,False,grey,True,India,Russia
3623918,SWIFT,False,False,False,True,False,grey,False,False,True,False,False,False,black,False,United States,Russia
1620637,ACH Transfer,False,False,True,True,False,grey,False,False,False,True,True,True,grey,True,Brazil,United Kingdom
587004,SWIFT,False,False,True,False,False,black,True,False,True,False,False,False,grey,False,Germany,Russia
3275648,Wire Transfer,True,True,True,True,True,none,False,True,False,False,True,False,black,False,Switzerland,India
3265464,Check,True,True,True,True,True,grey,True,True,False,False,True,False,none,True,United Kingdom,Germany
4538026,Wire Transfer,True,False,True,True,True,black,True,False,True,True,True,False,black,False,Germany,China
2116090,ACH Transfer,True,False,False,False,True,black,False,True,True,False,False,False,none,True,China,United Kingdom
2362462,SWIFT,False,False,True,False,True,grey,False,True,False,True,True,False,grey,False,Switzerland,United Kingdom
1119679,Check,False,False,True,True,True,none,True,False,False,False,False,False,black,False,United States,United States
3443893,Check,True,True,False,False,True,black,True,True,True,False,False,True,grey,False,United Kingdom,India
3370318,ACH Transfer,True,False,True,False,False,black,True,False,False,False,True,True,none,False,Russia,Germany
432640,ACH Transfer,True,True,False,False,True,none,False,False,True,True,True,False,grey,True,United States,India
3337696,ACH Transfer,True,True,True,False,True,black,True,True,True,True,False,True,black,False,India,Russia
871604,Wire Transfer,True,True,True,True,False,black,False,False,True,False,True,False,grey,False,Germany,India
1201855,SWIFT,False,True,False,True,True,grey,False,True,False,False,False,False,grey,False,China,Germany
3571197,ACH Transfer,False,True,True,False,False,grey,False,False,True,True,True,False,grey,False,Germany,India
7457,Check,False,False,True,True,True,none,True,False,True,False,False,True,black,False,Brazil,Russia
4821705,Crypto,True,False,True,True,True,grey,True,False,False,False,False,True,black,True,United States,Germany
3560414,ACH Transfer,False,False,False,False,True,grey,False,False,False,False,False,False,grey,True,India,Russia
2589833,Crypto,False,True,True,True,True,none,False,True,False,False,True,False,grey,False,Russia,Russia
4707944,Wire Transfer,False,True,False,False,False,grey,False,False,False,True,False,True,black,True,Russia,India
1997749,Wire Transfer,False,True,False,False,False,black,False,True,True,True,False,False,black,False,Brazil,China
582290,SWIFT,False,False,True,False,True,black,True,True,True,True,True,False,none,True,Switzerland,Germany
3246666,ACH Transfer,True,True,True,False,True,grey,True,False,True,True,False,False,none,True,Russia,Germany
4191775,Crypto,True,True,False,True,False,black,False,False,False,False,True,True,none,False,Russia,Brazil
1487992,SWIFT,False,True,False,True,True,grey,True,True,False,False,False,True,black,True,Brazil,Russia
2432850,Check,False,False,True,False,True,grey,False,False,False,True,False,False,black,True,Germany,Switzerland
4013005,Check,False,False,False,False,True,black,True,False,True,True,False,False,grey,True,Brazil,United States
949319,Crypto,True,True,True,False,True,none,True,False,False,False,False,True,grey,True,Russia,United Kingdom
3457663,Wire Transfer,False,True,True,True,False,none,False,True,True,False,True,True,black,False,China,Germany
2662284,Crypto,True,True,True,True,False,grey,True,True,True,False,False,False,grey,True,United Kingdom,India
4705225,ACH Transfer,True,True,False,True,True,black,False,False,True,True,False,False,black,False,Brazil,United States
1537272,SWIFT,True,True,False,True,False,black,True,True,False,False,True,False,black,True,United States,Germany
3971132,SWIFT,False,True,True,False,True,black,False,True,False,False,False,True,none,True,Brazil,United Kingdom
4393588,ACH Transfer,True,False,False,True,True,none,True,True,True,True,True,True,none,False,Switzerland,Switzerland
3564271,Check,True,True,True,True,True,grey,True,True,False,False,True,True,grey,True,India,United States
3759856,Crypto,True,True,True,True,False,black,False,False,False,True,True,True,black,True,United Kingdom,United Kingdom
4690088,Wire Transfer,False,False,True,False,False,black,False,False,True,False,True,False,none,False,Switzerland,Switzerland
4014805,Check,False,True,True,True,True,black,False,True,True,False,True,True,black,True,Brazil,Switzerland
2264669,Check,True,True,True,False,False,black,False,True,False,False,False,False,black,True,Switzerland,Brazil
3824946,Check,True,True,False,False,True,black,False,False,False,False,False,False,none,True,Switzerland,United States
4505574,Check,True,False,False,False,True,black,True,True,False,False,True,False,grey,True,United States,Russia
3739218,Wire Transfer,False,False,False,True,False,grey,False,False,True,False,True,False,none,False,United Kingdom,India
1197580,Check,False,True,True,True,False,grey,True,False,True,False,False,False,grey,False,India,Switzerland
3475066,Wire Transfer,True,False,False,False,False,none,False,False,False,True,False,True,none,False,China,India
28823,Wire Transfer,True,True,True,True,True,grey,False,True,False,True,True,True,none,False,India,United Kingdom
1783310,Check,False,False,False,False,True,black,True,False,True,True,True,True,grey,True,Russia,Germany
2878911,ACH Transfer,True,True,True,True,False,grey,False,True,True,False,True,True,none,False,India,Germany
1620830,ACH Transfer,False,True,True,False,True,none,True,False,False,False,True,False,grey,True,Brazil,Brazil
3064268,ACH Transfer,True,False,False,False,False,none,False,True,False,True,False,False,black,True,China,United Kingdom
4677100,Check,True,False,True,True,False,grey,True,False,True,False,True,True,none,False,India,China
1411474,ACH Transfer,True,False,True,False,True,black,True,True,True,True,False,True,none,True,Russia,Switzerland
3769147,Check,True,False,False,True,True,black,False,False,False,False,True,False,black,True,United Kingdom,Brazil
2857308,ACH Transfer,True,True,True,True,False,black,False,False,False,True,True,False,black,False,Russia,Brazil
3144972,Crypto,False,False,True,True,False,none,True,False,True,True,True,True,none,False,India,Germany
4362485,SWIFT,True,True,False,True,True,none,False,True,False,True,True,True,grey,True,China,United States
2511784,Crypto,False,True,False,False,False,grey,False,False,True,False,False,True,black,False,Russia,China
3715286,SWIFT,True,True,True,True,True,none,False,False,True,True,False,True,none,False,United States,Germany
2331262,SWIFT,False,True,False,False,False,none,True,True,False,False,True,True,black,False,Switzerland,United Kingdom
4951938,Check,False,True,False,False,False,black,True,True,False,False,True,False,grey,True,Russia,Russia
131169,SWIFT,True,False,False,False,False,grey,True,False,True,True,True,False,grey,False,China,United States
4144501,SWIFT,False,False,False,True,True,none,False,True,True,True,True,False,grey,True,Brazil,India
1935044,Check,False,False,False,False,True,grey,False,False,False,True,True,False,grey,False,Germany,United States
1645786,SWIFT,False,False,False,True,False,black,False,True,True,True,False,True,black,True,Germany,United Kingdom
1698444,Check,True,True,True,True,False,grey,False,False,True,False,True,True,grey,True,Germany,Germany
1664115,Wire Transfer,False,True,False,False,True,grey,False,False,True,False,True,False,none,False,China,India
3240943,Wire Transfer,True,True,True,False,True,grey,True,True,True,True,False,True,black,True,United States,United Kingdom
1031168,ACH Transfer,False,True,False,False,True,none,True,True,False,False,True,True,grey,False,Russia,Switzerland
253225,Crypto,False,False,False,True,False,black,True,True,False,True,False,False,black,False,China,United States
4580308,Check,False,False,False,False,True,grey,False,False,True,False,True,False,black,False,Brazil,Brazil
3515721,Crypto,True,False,True,False,True,grey,True,True,False,False,False,False,grey,False,Germany,China
4367622,Crypto,True,False,True,False,False,none,True,True,True,False,True,True,black,False,Russia,Russia
4479544,Crypto,True,True,True,False,False,black,False,False,True,True,False,True,black,True,Brazil,China
2861133,Wire Transfer,True,False,False,False,True,none,True,True,False,False,False,True,none,False,United Kingdom,China
895091,SWIFT,True,False,False,True,True,none,True,False,True,False,False,True,none,True,Russia,United States
4376528,Wire Transfer,False,True,False,False,False,black,False,False,False,False,False,True,grey,False,United States,Germany
2491839,Crypto,False,False,False,False,False,none,False,False,False,False,True,False,none,False,Switzerland,Germany
1092559,Check,True,False,True,False,False,grey,True,False,False,True,False,True,black,False,China,India
1949973,ACH Transfer,True,True,True,True,True,grey,False,False,False,True,True,False,none,True,Switzerland,Russia
2449176,Crypto,False,False,False,True,True,grey,False,False,True,True,False,True,none,False,United Kingdom,Russia
4804698,Wire Transfer,False,False,True,True,False,black,True,True,True,False,True,False,grey,True,Germany,United Kingdom
1880012,Wire Transfer,False,True,False,False,True,none,False,False,False,True,False,True,none,True,United Kingdom,Germany
3551626,SWIFT,True,True,True,False,False,none,True,False,True,False,True,False,black,True,Germany,Brazil
1611017,Wire Transfer,True,True,False,True,False,grey,True,False,True,False,False,False,black,True,United Kingdom,India
1360717,Wire Transfer,False,True,False,True,True,none,True,False,True,True,True,False,grey,True,Switzerland,Switzerland
3862702,Wire Transfer,True,True,True,True,True,none,True,True,True,True,True,False,black,True,Switzerland,United States
4753237,ACH Transfer,False,False,True,True,True,none,False,True,True,True,False,False,none,False,United Kingdom,Russia
717732,SWIFT,False,False,False,False,False,black,True,True,False,False,False,False,grey,True,China,United Kingdom
692684,Wire Transfer,False,True,False,True,True,black,False,False,True,False,False,False,none,True,Switzerland,China
348353,SWIFT,False,False,False,False,True,grey,False,True,False,False,True,True,black,False,United States,United Kingdom
2135505,Check,False,False,True,True,True,grey,False,False,False,True,True,False,black,False,Germany,Russia
2800656,Check,False,False,False,False,False,black,True,True,False,False,True,False,grey,False,United States,United Kingdom
75129,Wire Transfer,True,True,False,True,False,black,False,False,False,False,False,True,none,False,Switzerland,China
3186478,Crypto,False,True,False,False,False,grey,False,False,False,False,False,False,grey,True,United States,China
4448375,ACH Transfer,True,False,True,False,True,black,False,False,True,False,True,False,grey,False,United Kingdom,United States
1045663,Crypto,False,True,True,True,False,black,True,True,True,True,False,False,grey,False,China,United Kingdom
3682662,ACH Transfer,False,False,True,False,False,grey,True,True,True,True,True,False,none,False,Russia,Brazil
4537198,Wire Transfer,False,False,False,True,False,none,True,False,False,True,False,False,black,True,United Kingdom,India
4942185,SWIFT,False,True,False,True,True,black,False,False,True,True,False,True,none,False,United States,United Kingdom
3719498,Wire Transfer,True,False,True,True,False,black,True,False,False,False,False,False,none,False,United Kingdom,Germany
3370581,ACH Transfer,True,False,True,False,False,none,False,False,True,False,True,False,black,False,Switzerland,Brazil
1942172,Check,False,False,True,True,False,grey,True,True,True,False,True,False,black,False,Brazil,United States
4610164,Check,False,True,True,True,True,none,True,False,True,True,True,False,none,True,Russia,Russia
4879308,Wire Transfer,True,False,False,True,True,none,True,True,False,True,True,False,black,False,Brazil,United Kingdom
1855323,SWIFT,True,True,False,False,False,none,False,True,False,False,True,False,grey,True,Russia,China
584978,ACH Transfer,False,False,True,True,True,none,True,False,False,True,False,True,grey,True,India,Russia
3096728,SWIFT,False,True,True,False,True,none,True,False,False,False,False,True,grey,True,Germany,China
4130778,Wire Transfer,True,False,True,True,True,black,False,False,True,True,False,True,none,False,Russia,Brazil
3498246,ACH Transfer,False,True,True,True,False,black,True,True,True,False,True,False,none,False,Brazil,United Kingdom
4827240,SWIFT,True,True,False,False,True,black,True,False,False,False,False,True,grey,True,Russia,United Kingdom
2535113,Wire Transfer,True,False,True,True,True,none,False,True,False,False,False,False,none,True,Russia,Brazil
4303131,Wire Transfer,False,False,False,False,True,grey,True,False,False,True,False,True,black,True,India,United Kingdom
4016778,Wire Transfer,True,True,True,True,False,none,True,True,False,False,False,False,none,True,Switzerland,Switzerland
148115,SWIFT,True,False,False,True,True,none,False,True,True,False,True,False,none,False,Russia,Switzerland
861153,SWIFT,False,True,False,False,False,black,True,True,False,False,False,True,black,False,Russia,India
4576527,Wire Transfer,True,False,False,True,True,black,True,False,True,False,True,False,black,True,Brazil,Switzerland
304845,Crypto,False,True,True,True,True,grey,False,True,True,False,True,False,none,False,United Kingdom,Switzerland
3157668,SWIFT,False,True,False,False,False,black,True,False,False,False,False,True,none,False,Brazil,United Kingdom
2443106,Crypto,False,True,False,False,True,none,True,False,False,True,False,False,grey,False,India,Russia
1975760,SWIFT,False,False,False,True,False,black,True,False,True,True,False,True,grey,True,India,Russia
1006866,ACH Transfer,False,True,True,True,True,grey,False,False,False,False,True,False,black,False,United States,Switzerland
4787243,Crypto,True,False,False,False,True,grey,False,True,False,False,True,False,black,False,Russia,China
3445650,Crypto,True,True,False,True,False,none,False,True,False,False,True,True,black,False,Germany,Brazil
3898068,Wire Transfer,True,False,False,True,False,grey,False,False,True,True,True,False,none,False,Brazil,Switzerland
640919,Crypto,True,True,True,False,False,black,False,False,False,False,False,True,none,True,China,India
468092,Crypto,True,True,False,False,True,none,True,False,False,False,True,True,grey,False,China,China
2381644,Wire Transfer,True,True,False,True,False,black,False,False,True,True,False,False,grey,True,Russia,China
4712954,Crypto,True,False,False,False,True,grey,True,True,False,True,True,False,none,False,India,Germany
2361197,Wire Transfer,True,False,True,False,False,grey,False,False,True,True,True,False,black,False,United Kingdom,Russia
890236,ACH Transfer,True,False,False,False,True,black,False,True,True,False,True,False,grey,True,China,India
4790286,ACH Transfer,True,True,True,False,False,black,True,True,False,False,True,False,black,False,Germany,Brazil
1755756,SWIFT,False,False,True,True,True,grey,True,False,False,False,False,True,grey,False,Germany,United States
2697073,Check,True,True,True,False,True,black,False,True,True,False,False,False,black,True,Germany,United States
3892352,Crypto,True,False,False,True,False,none,False,True,False,False,True,True,grey,True,Germany,India
1216108,Check,True,False,True,False,True,grey,False,True,True,False,True,True,black,False,Russia,Russia
3291926,ACH Transfer,True,True,True,True,True,grey,False,True,True,False,False,True,black,True,China,United States
4996196,Wire Transfer,False,True,True,False,True,grey,True,True,True,False,False,False,grey,False,Russia,China
1961546,Wire Transfer,True,False,False,False,True,none,True,False,False,False,True,True,black,False,United Kingdom,Switzerland
3530423,Wire Transfer,False,False,False,True,True,black,True,False,True,False,True,False,grey,False,United Kingdom,Switzerland
1168157,Check,False,False,False,False,True,none,True,False,False,True,True,False,grey,True,Brazil,Brazil
3473037,SWIFT,True,True,False,True,True,black,True,True,True,True,True,False,grey,True,China,Switzerland
3925646,SWIFT,True,False,False,True,True,grey,True,True,False,False,True,False,black,False,Brazil,United States
1794801,Check,True,True,False,False,False,black,True,False,False,True,False,False,black,True,Switzerland,Germany
3827342,Check,False,True,True,True,True,grey,False,False,False,True,False,False,none,False,Germany,China
2321689,ACH Transfer,True,False,True,False,False,none,True,False,True,True,False,True,black,True,Russia,China
70156,Wire Transfer,True,True,False,True,False,none,False,False,False,False,False,False,grey,False,Russia,United Kingdom
1503644,ACH Transfer,False,True,False,False,True,none,True,True,True,False,True,False,black,True,Switzerland,Switzerland
1481419,SWIFT,True,False,False,True,True,black,False,True,False,True,True,False,black,True,Russia,United States
3522350,SWIFT,True,True,False,False,False,grey,True,True,True,False,True,False,grey,False,Germany,India
3771289,Wire Transfer,False,True,True,False,True,grey,False,False,True,True,True,True,grey,False,Brazil,China
4354118,ACH Transfer,False,False,True,False,False,grey,False,False,True,False,True,False,none,False,Russia,Switzerland
4394870,Check,True,True,True,False,False,grey,True,True,False,True,True,False,grey,False,United Kingdom,United States
2809358,Crypto,False,False,True,False,True,grey,False,True,True,False,False,True,black,True,Germany,India
1165058,Wire Transfer,False,True,False,True,True,grey,True,False,True,False,False,False,none,False,India,India
1551648,SWIFT,True,True,True,True,True,none,True,False,False,False,False,True,grey,True,China,Germany
1229402,ACH Transfer,False,True,False,False,False,grey,False,True,False,True,False,True,grey,False,Russia,United States
45629,Crypto,True,False,True,True,False,grey,False,True,False,False,False,True,grey,False,India,Russia
3255137,Wire Transfer,False,False,False,True,True,black,False,False,False,False,True,True,black,True,Brazil,India
4863706,Check,True,True,False,True,False,black,False,True,False,True,True,True,none,True,Switzerland,India
4712899,ACH Transfer,False,True,True,True,False,grey,True,False,True,True,False,True,none,True,India,India
372287,ACH Transfer,False,False,True,True,False,none,False,True,False,True,False,True,none,True,China,Germany
3719918,Wire Transfer,True,False,True,False,True,none,True,False,False,False,False,False,grey,True,China,United States
945141,Wire Transfer,False,False,False,True,True,none,True,True,False,False,False,True,none,True,China,China
345986,Check,False,False,False,False,False,none,False,False,False,True,True,True,black,True,United Kingdom,Switzerland
4483307,Crypto,False,False,True,False,False,none,True,True,True,False,True,True,grey,True,United States,Switzerland
229413,Check,False,False,False,False,False,none,False,False,True,True,True,True,black,True,United States,Brazil
592963,SWIFT,True,False,True,True,True,none,True,False,True,False,True,True,grey,True,United Kingdom,Switzerland
2913448,ACH Transfer,True,False,False,True,False,grey,True,False,False,True,True,False,none,True,Switzerland,India
2079899,SWIFT,False,False,True,False,False,grey,True,False,False,True,False,False,black,True,Brazil,India
1342696,Wire Transfer,False,True,True,True,False,black,True,True,True,True,False,False,grey,False,Brazil,Switzerland
4799138,ACH Transfer,True,False,False,False,False,grey,False,False,False,True,True,False,black,False,United States,Switzerland
4804307,Check,True,False,False,False,False,grey,False,False,True,False,False,True,black,True,Switzerland,India
3407819,Wire Transfer,False,True,True,False,False,grey,False,True,True,True,True,False,black,True,Switzerland,Germany
1090223,SWIFT,False,True,False,False,True,none,False,False,False,False,False,True,black,True,Germany,India
928674,ACH Transfer,False,True,False,False,False,black,True,True,False,True,False,False,black,False,Switzerland,Germany
2685248,ACH Transfer,True,False,False,True,True,none,True,True,False,True,False,False,grey,False,Germany,Switzerland
1996509,SWIFT,True,True,True,False,True,grey,True,False,False,True,True,True,black,False,Brazil,United States
3091573,Wire Transfer,True,False,True,True,True,black,False,False,False,True,False,True,black,False,India,Germany
4354224,Check,False,True,False,False,False,black,True,True,False,True,False,False,grey,True,Switzerland,Switzerland
2423431,ACH Transfer,True,True,True,True,False,black,False,False,True,True,False,False,none,True,India,Brazil
146479,Wire Transfer,False,True,True,False,True,none,True,True,False,True,True,False,grey,True,United Kingdom,United Kingdom
974260,Wire Transfer,True,True,False,True,False,none,False,True,False,True,True,False,black,False,Switzerland,Brazil
2117776,Crypto,True,True,False,True,False,black,False,True,True,False,True,False,black,True,China,Germany
2387768,ACH Transfer,True,True,True,False,False,grey,True,False,True,True,False,False,black,False,India,Switzerland
754983,Check,False,False,False,True,True,black,True,False,True,False,True,False,black,False,Germany,Germany
3657581,ACH Transfer,True,False,True,True,False,none,False,True,False,True,True,True,none,False,Germany,United States
1323803,ACH Transfer,True,True,True,False,False,black,True,True,False,False,False,False,none,False,Russia,China
2575388,SWIFT,False,True,False,False,False,grey,True,False,True,True,False,True,grey,True,Brazil,Brazil
3696607,Check,False,False,True,False,False,grey,False,True,False,False,True,True,black,False,Switzerland,India
992797,Wire Transfer,True,True,True,False,True,none,False,False,True,False,True,True,grey,False,United Kingdom,India
3233986,SWIFT,True,True,False,True,False,grey,True,False,False,True,False,True,grey,True,United States,United Kingdom
2530798,Crypto,False,True,False,True,False,grey,False,False,False,True,True,False,black,True,United Kingdom,Brazil
161005,SWIFT,True,True,True,True,False,none,False,True,False,True,False,False,black,True,Russia,United Kingdom
4873150,ACH Transfer,True,False,False,True,True,grey,True,True,True,False,True,False,black,False,Brazil,United States
3098960,Crypto,True,False,True,False,True,black,False,True,False,True,True,False,black,False,United Kingdom,Brazil
89665,SWIFT,False,True,True,False,False,grey,True,True,False,True,True,True,none,False,Russia,United States
1597340,Check,False,False,True,False,True,none,False,False,False,True,False,True,none,False,Switzerland,Germany
810251,Check,True,True,False,False,True,none,False,True,False,False,True,False,grey,False,Brazil,Germany
2502053,ACH Transfer,False,False,False,True,True,none,True,False,True,False,False,False,grey,True,United Kingdom,Russia
